Room,BlockStart,StudentCount,Ratio,RequiredStaff
Grampy Tom Multi-Age,2024-09-23 07:00:00,1,4,2
Grampy Tom Multi-Age,2024-09-23 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-09-23 08:30:00,1,4,2
Grampy Tom Multi-Age,2024-09-23 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-09-23 09:30:00,1,4,2
Grampy Tom Multi-Age,2024-09-23 10:00:00,1,4,2
Grampy Tom Multi-Age,2024-09-23 10:30:00,1,4,2
Grampy Tom Multi-Age,2024-09-25 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-09-25 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-09-25 08:30:00,2,4,2
Grampy Tom Multi-Age,2024-10-01 07:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-01 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-01 08:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-01 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-01 09:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-03 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-03 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-03 08:30:00,2,4,2
Grampy Tom Multi-Age,2024-10-03 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-03 17:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-09 06:30:00,2,4,2
Grampy Tom Multi-Age,2024-10-09 07:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-09 07:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-09 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-09 08:30:00,2,4,2
Grampy Tom Multi-Age,2024-10-09 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-09 09:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-09 17:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-17 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-17 07:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-17 07:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-17 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-17 08:30:00,2,4,2
Grampy Tom Multi-Age,2024-10-17 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-17 09:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-17 10:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-17 10:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-17 11:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-21 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-21 08:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-21 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-23 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-23 07:00:00,2,4,2
Grampy Tom Multi-Age,2024-10-23 07:30:00,3,4,2
Grampy Tom Multi-Age,2024-10-23 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-23 08:30:00,2,4,2
Grampy Tom Multi-Age,2024-10-29 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-29 07:30:00,1,4,2
Grampy Tom Multi-Age,2024-10-29 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-31 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-31 08:30:00,2,4,2
Grampy Tom Multi-Age,2024-10-31 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-10-31 09:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-04 07:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-04 07:30:00,2,4,2
Grampy Tom Multi-Age,2024-11-04 08:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-04 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-06 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-06 07:00:00,2,4,2
Grampy Tom Multi-Age,2024-11-06 07:30:00,2,4,2
Grampy Tom Multi-Age,2024-11-06 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-06 08:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-12 08:00:00,2,4,2
Grampy Tom Multi-Age,2024-11-12 08:30:00,3,4,2
Grampy Tom Multi-Age,2024-11-12 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-14 08:00:00,2,4,2
Grampy Tom Multi-Age,2024-11-14 08:30:00,2,4,2
Grampy Tom Multi-Age,2024-11-14 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-18 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-18 07:30:00,2,4,2
Grampy Tom Multi-Age,2024-11-18 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-18 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-18 09:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-18 10:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-18 10:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-18 11:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-18 11:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-20 07:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-20 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-20 08:30:00,1,4,2
Grampy Tom Multi-Age,2024-11-20 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-26 07:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-26 07:30:00,3,4,2
Grampy Tom Multi-Age,2024-11-26 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-11-26 08:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-02 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-02 07:30:00,3,4,2
Grampy Tom Multi-Age,2024-12-02 08:00:00,2,4,2
Grampy Tom Multi-Age,2024-12-02 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-12-02 09:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-02 10:00:00,1,4,2
Grampy Tom Multi-Age,2024-12-02 10:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-02 11:00:00,1,4,2
Grampy Tom Multi-Age,2024-12-04 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-04 07:00:00,1,4,2
Grampy Tom Multi-Age,2024-12-04 07:30:00,3,4,2
Grampy Tom Multi-Age,2024-12-04 08:00:00,3,4,2
Grampy Tom Multi-Age,2024-12-04 08:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-04 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-12-04 09:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-10 07:30:00,3,4,2
Grampy Tom Multi-Age,2024-12-10 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-12-12 07:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-12 08:00:00,2,4,2
Grampy Tom Multi-Age,2024-12-12 08:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-12 09:00:00,1,4,2
Grampy Tom Multi-Age,2024-12-16 08:00:00,1,4,2
Grampy Tom Multi-Age,2024-12-18 06:30:00,1,4,2
Grampy Tom Multi-Age,2024-12-18 07:00:00,1,4,2
Grampy Tom Multi-Age,2024-12-18 07:30:00,3,4,2
Grampy Tom Multi-Age,2024-12-18 08:00:00,2,4,2
Grampy Tom Multi-Age,2024-12-18 08:30:00,3,4,2
Grampy Tom Multi-Age,2024-12-18 09:00:00,2,4,2
Grampy Tom Multi-Age,2024-12-18 09:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-07 07:30:00,2,4,2
Grampy Tom Multi-Age,2025-01-07 08:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-07 09:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-07 10:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-07 10:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-07 11:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-07 11:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 07:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 07:30:00,3,4,2
Grampy Tom Multi-Age,2025-01-09 08:00:00,2,4,2
Grampy Tom Multi-Age,2025-01-09 08:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 09:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 09:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 10:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 10:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 11:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 11:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 12:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 12:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-09 13:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-13 07:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-13 08:00:00,2,4,2
Grampy Tom Multi-Age,2025-01-13 08:30:00,2,4,2
Grampy Tom Multi-Age,2025-01-13 09:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-15 06:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-15 07:00:00,2,4,2
Grampy Tom Multi-Age,2025-01-15 07:30:00,2,4,2
Grampy Tom Multi-Age,2025-01-15 08:00:00,2,4,2
Grampy Tom Multi-Age,2025-01-15 08:30:00,3,4,2
Grampy Tom Multi-Age,2025-01-15 09:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-15 09:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-15 10:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-15 10:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-15 11:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-21 07:30:00,2,4,2
Grampy Tom Multi-Age,2025-01-21 09:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-21 10:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-21 10:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-21 11:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-21 11:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-23 07:30:00,3,4,2
Grampy Tom Multi-Age,2025-01-23 08:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-27 08:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-27 08:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-27 09:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-29 06:30:00,1,4,2
Grampy Tom Multi-Age,2025-01-29 07:00:00,1,4,2
Grampy Tom Multi-Age,2025-01-29 07:30:00,2,4,2
Grampy Tom Multi-Age,2025-02-04 06:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-04 07:30:00,2,4,2
Grampy Tom Multi-Age,2025-02-04 08:00:00,2,4,2
Grampy Tom Multi-Age,2025-02-04 08:30:00,2,4,2
Grampy Tom Multi-Age,2025-02-04 09:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-04 09:30:00,2,4,2
Grampy Tom Multi-Age,2025-02-04 10:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-04 10:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-04 11:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-04 11:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-06 08:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-06 08:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-10 06:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-10 07:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-10 08:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-10 09:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-10 17:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-18 07:30:00,2,4,2
Grampy Tom Multi-Age,2025-02-18 08:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-18 08:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-18 09:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-18 09:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-18 10:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-24 07:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-24 08:00:00,2,4,2
Grampy Tom Multi-Age,2025-02-24 08:30:00,2,4,2
Grampy Tom Multi-Age,2025-02-24 09:00:00,2,4,2
Grampy Tom Multi-Age,2025-02-24 09:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-26 06:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-26 07:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-26 07:30:00,1,4,2
Grampy Tom Multi-Age,2025-02-26 08:00:00,1,4,2
Grampy Tom Multi-Age,2025-02-26 08:30:00,2,4,2
Grampy Tom Preschool,2022-01-11 07:30:00,1,10,2
Grampy Tom Preschool,2022-01-13 07:30:00,1,10,2
Grampy Tom Preschool,2022-01-13 08:00:00,1,10,2
Grampy Tom Preschool,2022-01-27 07:00:00,1,10,2
Grampy Tom Preschool,2022-01-27 07:30:00,1,10,2
Grampy Tom Preschool,2022-01-27 08:00:00,1,10,2
Grampy Tom Preschool,2022-01-31 07:30:00,1,10,2
Grampy Tom Preschool,2022-01-31 08:00:00,1,10,2
Grampy Tom Preschool,2022-02-02 08:00:00,1,10,2
Grampy Tom Preschool,2022-02-02 08:30:00,1,10,2
Grampy Tom Preschool,2022-02-02 09:00:00,1,10,2
Grampy Tom Preschool,2022-02-02 09:30:00,1,10,2
Grampy Tom Preschool,2022-02-08 08:00:00,1,10,2
Grampy Tom Preschool,2022-02-08 08:30:00,1,10,2
Grampy Tom Preschool,2022-02-10 08:30:00,1,10,2
Grampy Tom Preschool,2022-02-14 08:00:00,2,10,2
Grampy Tom Preschool,2022-02-14 08:30:00,1,10,2
Grampy Tom Preschool,2022-02-16 07:30:00,2,10,2
Grampy Tom Preschool,2022-02-16 08:00:00,2,10,2
Grampy Tom Preschool,2022-02-16 08:30:00,1,10,2
Grampy Tom Preschool,2022-02-22 09:00:00,1,10,2
Grampy Tom Preschool,2022-02-24 07:30:00,2,10,2
Grampy Tom Preschool,2022-02-24 08:00:00,1,10,2
Grampy Tom Preschool,2022-02-24 08:30:00,1,10,2
Grampy Tom Preschool,2022-02-24 09:00:00,1,10,2
Grampy Tom Preschool,2022-02-28 07:00:00,1,10,2
Grampy Tom Preschool,2022-02-28 07:30:00,1,10,2
Grampy Tom Preschool,2022-02-28 08:00:00,1,10,2
Grampy Tom Preschool,2022-02-28 08:30:00,2,10,2
Grampy Tom Preschool,2022-02-28 09:00:00,1,10,2
Grampy Tom Preschool,2022-02-28 09:30:00,1,10,2
Grampy Tom Preschool,2022-02-28 10:00:00,1,10,2
Grampy Tom Preschool,2022-02-28 10:30:00,1,10,2
Grampy Tom Preschool,2022-02-28 11:00:00,1,10,2
Grampy Tom Preschool,2022-03-02 07:30:00,2,10,2
Grampy Tom Preschool,2022-03-02 08:00:00,2,10,2
Grampy Tom Preschool,2022-03-08 07:30:00,2,10,2
Grampy Tom Preschool,2022-03-08 08:00:00,1,10,2
Grampy Tom Preschool,2022-03-10 07:00:00,1,10,2
Grampy Tom Preschool,2022-03-10 07:30:00,1,10,2
Grampy Tom Preschool,2022-03-14 08:00:00,1,10,2
Grampy Tom Preschool,2022-03-16 07:00:00,1,10,2
Grampy Tom Preschool,2022-03-16 07:30:00,1,10,2
Grampy Tom Preschool,2022-03-24 07:30:00,1,10,2
Grampy Tom Preschool,2022-03-28 07:30:00,2,10,2
Grampy Tom Preschool,2022-03-28 08:00:00,1,10,2
Grampy Tom Preschool,2022-03-28 08:30:00,1,10,2
