Room,BlockStart,StudentCount,Ratio,RequiredStaff
Dinosaur Stomp,2022-10-04 11:00:00,1,12,2
Dinosaur Stomp,2022-10-04 11:30:00,1,12,2
Dinosaur Stomp,2022-10-04 12:00:00,1,12,2
Dinosaur Stomp,2022-10-06 07:00:00,2,12,2
Dinosaur Stomp,2022-10-06 07:30:00,2,12,2
Dinosaur Stomp,2022-10-06 08:00:00,3,12,2
Dinosaur Stomp,2022-10-06 08:30:00,5,12,2
Dinosaur Stomp,2022-10-06 09:00:00,3,12,2
Dinosaur Stomp,2022-10-06 09:30:00,2,12,2
Dinosaur Stomp,2022-10-06 10:00:00,1,12,2
Dinosaur Stomp,2022-10-06 10:30:00,1,12,2
Dinosaur Stomp,2022-10-10 07:00:00,1,12,2
Dinosaur Stomp,2022-10-10 07:30:00,1,12,2
Dinosaur Stomp,2022-10-10 08:00:00,2,12,2
Dinosaur Stomp,2022-10-10 08:30:00,5,12,2
Dinosaur Stomp,2022-10-10 09:00:00,1,12,2
Dinosaur Stomp,2022-10-10 09:30:00,1,12,2
Dinosaur Stomp,2022-10-12 08:00:00,4,12,2
Dinosaur Stomp,2022-10-12 08:30:00,4,12,2
Dinosaur Stomp,2022-10-18 07:30:00,2,12,2
Dinosaur Stomp,2022-10-18 08:00:00,6,12,2
Dinosaur Stomp,2022-10-18 08:30:00,2,12,2
Dinosaur Stomp,2022-10-18 09:00:00,2,12,2
Dinosaur Stomp,2022-10-18 09:30:00,1,12,2
Dinosaur Stomp,2022-10-18 10:00:00,1,12,2
Dinosaur Stomp,2022-10-18 10:30:00,3,12,2
Dinosaur Stomp,2022-10-18 11:00:00,2,12,2
Dinosaur Stomp,2022-10-18 11:30:00,2,12,2
Dinosaur Stomp,2022-10-18 12:00:00,2,12,2
Dinosaur Stomp,2022-10-20 07:30:00,1,12,2
Dinosaur Stomp,2022-10-20 08:00:00,2,12,2
Dinosaur Stomp,2022-10-20 08:30:00,5,12,2
Dinosaur Stomp,2022-10-20 09:00:00,4,12,2
Dinosaur Stomp,2022-10-20 09:30:00,1,12,2
Dinosaur Stomp,2022-10-24 07:30:00,1,12,2
Dinosaur Stomp,2022-10-24 08:30:00,5,12,2
Dinosaur Stomp,2022-10-24 09:00:00,3,12,2
Dinosaur Stomp,2022-10-24 10:00:00,1,12,2
Dinosaur Stomp,2022-10-24 10:30:00,1,12,2
Dinosaur Stomp,2022-10-24 11:00:00,1,12,2
Dinosaur Stomp,2022-10-24 11:30:00,1,12,2
Dinosaur Stomp,2022-10-24 12:00:00,1,12,2
Dinosaur Stomp,2022-10-24 12:30:00,1,12,2
Dinosaur Stomp,2022-10-24 13:00:00,1,12,2
Dinosaur Stomp,2022-10-24 13:30:00,1,12,2
Dinosaur Stomp,2022-10-24 14:00:00,1,12,2
Dinosaur Stomp,2022-10-24 14:30:00,1,12,2
Dinosaur Stomp,2022-10-24 15:00:00,1,12,2
Dinosaur Stomp,2022-10-24 15:30:00,1,12,2
Dinosaur Stomp,2022-10-24 16:00:00,1,12,2
Dinosaur Stomp,2022-10-24 16:30:00,1,12,2
Dinosaur Stomp,2022-10-24 17:00:00,1,12,2
Dinosaur Stomp,2022-10-24 17:30:00,1,12,2
Dinosaur Stomp,2022-10-24 18:00:00,1,12,2
Dinosaur Stomp,2022-10-24 18:30:00,1,12,2
Dinosaur Stomp,2022-10-24 19:00:00,1,12,2
Dinosaur Stomp,2022-10-24 19:30:00,1,12,2
Dinosaur Stomp,2022-10-24 20:00:00,1,12,2
Dinosaur Stomp,2022-10-24 20:30:00,1,12,2
Dinosaur Stomp,2022-10-24 21:00:00,1,12,2
Dinosaur Stomp,2022-10-26 08:00:00,2,12,2
Dinosaur Stomp,2022-10-26 08:30:00,2,12,2
Dinosaur Stomp,2022-11-01 07:30:00,1,12,2
Dinosaur Stomp,2022-11-01 08:00:00,1,12,2
Dinosaur Stomp,2022-11-01 08:30:00,1,12,2
Dinosaur Stomp,2022-11-03 07:30:00,2,12,2
Dinosaur Stomp,2022-11-03 08:00:00,3,12,2
Dinosaur Stomp,2022-11-03 08:30:00,2,12,2
Dinosaur Stomp,2022-11-03 09:00:00,4,12,2
Dinosaur Stomp,2022-11-03 09:30:00,3,12,2
Dinosaur Stomp,2022-11-03 10:00:00,3,12,2
Dinosaur Stomp,2022-11-03 10:30:00,3,12,2
Dinosaur Stomp,2022-11-03 11:00:00,3,12,2
Dinosaur Stomp,2022-11-03 11:30:00,3,12,2
Dinosaur Stomp,2022-11-03 12:00:00,3,12,2
Dinosaur Stomp,2022-11-07 07:30:00,1,12,2
Dinosaur Stomp,2022-11-07 08:00:00,3,12,2
Dinosaur Stomp,2022-11-07 08:30:00,2,12,2
Dinosaur Stomp,2022-11-07 09:00:00,1,12,2
Dinosaur Stomp,2022-11-09 08:00:00,3,12,2
Dinosaur Stomp,2022-11-09 08:30:00,5,12,2
Dinosaur Stomp,2022-11-09 09:00:00,3,12,2
Dinosaur Stomp,2022-11-09 09:30:00,3,12,2
Dinosaur Stomp,2022-11-09 10:00:00,3,12,2
Dinosaur Stomp,2022-11-09 10:30:00,3,12,2
Dinosaur Stomp,2022-11-09 11:00:00,2,12,2
Dinosaur Stomp,2022-11-09 11:30:00,2,12,2
Dinosaur Stomp,2022-11-09 12:00:00,2,12,2
Dinosaur Stomp,2022-11-15 07:00:00,1,12,2
Dinosaur Stomp,2022-11-15 07:30:00,3,12,2
Dinosaur Stomp,2022-11-15 08:00:00,4,12,2
Dinosaur Stomp,2022-11-15 08:30:00,3,12,2
Dinosaur Stomp,2022-11-15 09:00:00,2,12,2
Dinosaur Stomp,2022-11-15 09:30:00,1,12,2
Dinosaur Stomp,2022-11-15 10:00:00,1,12,2
Dinosaur Stomp,2022-11-17 07:30:00,2,12,2
Dinosaur Stomp,2022-11-17 08:00:00,4,12,2
Dinosaur Stomp,2022-11-17 08:30:00,3,12,2
Dinosaur Stomp,2022-11-21 07:30:00,1,12,2
Dinosaur Stomp,2022-11-21 08:00:00,3,12,2
Dinosaur Stomp,2022-11-21 08:30:00,3,12,2
Dinosaur Stomp,2022-11-21 09:00:00,1,12,2
Dinosaur Stomp,2022-11-29 07:30:00,4,12,2
Dinosaur Stomp,2022-11-29 08:00:00,7,12,2
Dinosaur Stomp,2022-11-29 08:30:00,4,12,2
Dinosaur Stomp,2022-12-01 07:30:00,2,12,2
Dinosaur Stomp,2022-12-01 08:00:00,2,12,2
Dinosaur Stomp,2022-12-01 08:30:00,5,12,2
Dinosaur Stomp,2022-12-01 09:00:00,2,12,2
Dinosaur Stomp,2022-12-01 09:30:00,2,12,2
Dinosaur Stomp,2022-12-01 10:00:00,2,12,2
Dinosaur Stomp,2022-12-05 07:30:00,1,12,2
Dinosaur Stomp,2022-12-05 08:00:00,4,12,2
Dinosaur Stomp,2022-12-05 08:30:00,5,12,2
Dinosaur Stomp,2022-12-05 09:00:00,1,12,2
Dinosaur Stomp,2022-12-07 08:00:00,2,12,2
Dinosaur Stomp,2022-12-07 08:30:00,3,12,2
Dinosaur Stomp,2022-12-07 09:00:00,3,12,2
Dinosaur Stomp,2022-12-07 09:30:00,2,12,2
Dinosaur Stomp,2022-12-07 10:00:00,1,12,2
Dinosaur Stomp,2022-12-07 10:30:00,1,12,2
Dinosaur Stomp,2022-12-07 11:00:00,1,12,2
Dinosaur Stomp,2022-12-13 08:00:00,1,12,2
Dinosaur Stomp,2022-12-13 08:30:00,2,12,2
Dinosaur Stomp,2022-12-13 09:00:00,1,12,2
Dinosaur Stomp,2022-12-15 07:30:00,3,12,2
Dinosaur Stomp,2022-12-15 08:00:00,2,12,2
Dinosaur Stomp,2022-12-15 08:30:00,5,12,2
Dinosaur Stomp,2022-12-19 07:30:00,1,12,2
Dinosaur Stomp,2022-12-19 08:00:00,3,12,2
Dinosaur Stomp,2022-12-19 08:30:00,4,12,2
Dinosaur Stomp,2022-12-19 09:00:00,1,12,2
Dinosaur Stomp,2022-12-27 08:00:00,3,12,2
Dinosaur Stomp,2022-12-27 08:30:00,3,12,2
Dinosaur Stomp,2022-12-27 09:00:00,2,12,2
Dinosaur Stomp,2022-12-29 07:30:00,2,12,2
Dinosaur Stomp,2022-12-29 08:00:00,3,12,2
Dinosaur Stomp,2022-12-29 08:30:00,3,12,2
Dinosaur Stomp,2022-12-29 09:00:00,4,12,2
Dinosaur Stomp,2022-12-29 09:30:00,3,12,2
Dinosaur Stomp,2022-12-29 10:00:00,2,12,2
Dinosaur Stomp,2023-01-03 07:00:00,1,12,2
Dinosaur Stomp,2023-01-03 07:30:00,2,12,2
Dinosaur Stomp,2023-01-03 08:00:00,4,12,2
Dinosaur Stomp,2023-01-03 08:30:00,3,12,2
Dinosaur Stomp,2023-01-03 09:00:00,3,12,2
Dinosaur Stomp,2023-01-03 09:30:00,3,12,2
Dinosaur Stomp,2023-01-03 10:00:00,1,12,2
Dinosaur Stomp,2023-01-03 10:30:00,1,12,2
Dinosaur Stomp,2023-01-05 07:30:00,1,12,2
Dinosaur Stomp,2023-01-05 08:00:00,4,12,2
Dinosaur Stomp,2023-01-05 08:30:00,4,12,2
Dinosaur Stomp,2023-01-05 09:00:00,4,12,2
Dinosaur Stomp,2023-01-05 09:30:00,2,12,2
Dinosaur Stomp,2023-01-05 10:00:00,2,12,2
Dinosaur Stomp,2023-01-09 07:00:00,1,12,2
Dinosaur Stomp,2023-01-09 07:30:00,1,12,2
Dinosaur Stomp,2023-01-09 08:00:00,1,12,2
Dinosaur Stomp,2023-01-09 08:30:00,1,12,2
Dinosaur Stomp,2023-01-11 08:00:00,3,12,2
Dinosaur Stomp,2023-01-11 08:30:00,2,12,2
